history_id,user_id,quiz_type,start_time,end_time,total_questions,correct_answers,score,quiz_mode,completion_status,time_spent,accuracy
5058,173,每日一练,2025-03-30 13:12:48,2025-03-30 13:58:55,48,42,87.5,练习,完成,2767,87.5
5059,2553,离线练习,2025-03-25 22:13:48,2025-03-25 22:29:22,49,39,79.59183673469387,PK,未完成,934,79.59183673469387
5060,1940,考点练习,2024-10-02 07:26:48,2024-10-02 08:16:36,19,15,78.94736842105263,练习,未完成,2988,78.94736842105263
5061,3094,考点练习,2025-01-26 18:24:48,2025-01-26 19:11:24,29,4,13.793103448275861,练习,未完成,2796,13.793103448275861
5062,1508,离线练习,2024-10-03 14:28:48,2024-10-03 15:07:51,45,16,35.55555555555556,练习,完成,2343,35.55555555555556
5063,1459,在线挑战,2024-12-31 05:11:48,2024-12-31 05:46:50,11,8,72.72727272727273,练习,完成,2102,72.72727272727273
5064,2523,离线练习,2025-03-21 03:52:48,2025-03-21 04:01:58,50,36,72.0,PK,完成,550,72.0
5065,2483,每日一练,2024-07-21 23:02:48,2024-07-21 23:47:13,28,9,32.142857142857146,PK,完成,2665,32.142857142857146
5066,1111,在线挑战,2024-12-28 21:29:48,2024-12-28 21:44:43,17,8,47.05882352941176,PK,完成,895,47.05882352941176
5067,2698,在线挑战,2024-10-02 16:32:48,2024-10-02 17:00:47,15,3,20.0,练习,未完成,1679,20.0
5068,3112,离线练习,2025-03-08 07:02:48,2025-03-08 08:00:36,35,24,68.57142857142857,练习,未完成,3468,68.57142857142857
5069,1290,在线挑战,2024-11-07 18:09:48,2024-11-07 19:07:25,47,7,14.893617021276595,练习,未完成,3457,14.893617021276595
5070,3879,离线练习,2025-03-27 16:36:48,2025-03-27 17:03:43,20,7,35.0,练习,完成,1615,35.0
5071,2307,每日一练,2025-02-25 02:12:48,2025-02-25 02:52:42,24,2,8.333333333333332,PK,完成,2394,8.333333333333332
5072,1649,考点练习,2024-09-09 13:52:48,2024-09-09 14:26:59,13,13,100.0,PK,完成,2051,100.0
5073,1595,在线挑战,2024-12-05 13:42:48,2024-12-05 13:49:51,25,24,96.0,PK,完成,423,96.0
5074,3228,离线练习,2024-09-22 19:40:48,2024-09-22 20:38:07,43,18,41.86046511627907,练习,未完成,3439,41.86046511627907
5075,2897,每日一练,2024-07-04 05:08:48,2024-07-04 05:47:02,28,16,57.14285714285714,PK,未完成,2294,57.14285714285714
5076,4640,离线练习,2024-05-24 17:03:48,2024-05-24 17:54:23,37,15,40.54054054054054,PK,完成,3035,40.54054054054054
5077,4992,离线练习,2024-05-07 00:22:48,2024-05-07 00:45:18,18,5,27.77777777777778,PK,完成,1350,27.77777777777778
5078,1627,在线挑战,2024-05-13 00:30:48,2024-05-13 00:44:45,7,3,42.857142857142854,练习,完成,837,42.857142857142854
5079,2914,每日一练,2024-06-25 10:58:48,2024-06-25 11:21:32,13,4,30.76923076923077,PK,未完成,1364,30.76923076923077
5080,1853,考点练习,2025-01-25 15:27:48,2025-01-25 15:40:59,28,15,53.57142857142857,练习,完成,791,53.57142857142857
5081,2527,在线挑战,2024-12-16 11:42:48,2024-12-16 12:41:18,39,32,82.05128205128204,练习,未完成,3510,82.05128205128204
5082,833,考点练习,2025-03-28 05:48:48,2025-03-28 05:55:22,26,26,100.0,练习,未完成,394,100.0
5083,1359,考点练习,2025-03-07 07:26:48,2025-03-07 08:12:28,29,16,55.172413793103445,练习,完成,2740,55.172413793103445
5084,3775,每日一练,2024-08-11 08:19:48,2024-08-11 08:43:27,22,19,86.36363636363636,PK,未完成,1419,86.36363636363636
5085,4407,每日一练,2024-07-14 09:36:48,2024-07-14 09:43:55,28,12,42.857142857142854,PK,未完成,427,42.857142857142854
5086,2054,离线练习,2024-06-28 16:49:48,2024-06-28 17:43:56,16,3,18.75,练习,未完成,3248,18.75
5087,2370,离线练习,2024-12-15 23:15:48,2024-12-15 23:32:33,19,19,100.0,PK,未完成,1005,100.0
5088,2959,考点练习,2024-04-22 10:09:48,2024-04-22 10:31:19,12,6,50.0,练习,未完成,1291,50.0
5089,880,在线挑战,2024-08-28 16:33:48,2024-08-28 17:07:38,14,14,100.0,PK,未完成,2030,100.0
5090,3981,在线挑战,2024-12-06 05:53:48,2024-12-06 06:04:56,44,22,50.0,PK,完成,668,50.0
5091,3643,每日一练,2025-03-21 13:55:48,2025-03-21 14:08:46,6,1,16.666666666666664,PK,未完成,778,16.666666666666664
5092,236,考点练习,2024-10-20 13:16:48,2024-10-20 13:56:37,30,7,23.333333333333332,练习,未完成,2389,23.333333333333332
5093,1821,离线练习,2024-09-18 10:05:48,2024-09-18 10:36:44,19,6,31.57894736842105,练习,完成,1856,31.57894736842105
5094,745,每日一练,2024-04-10 03:39:48,2024-04-10 04:11:50,35,35,100.0,PK,完成,1922,100.0
5095,1179,在线挑战,2024-12-07 23:49:48,2024-12-08 00:14:12,5,0,0.0,练习,完成,1464,0.0
5096,4312,每日一练,2024-08-11 00:15:48,2024-08-11 01:15:31,35,8,22.857142857142858,PK,未完成,3583,22.857142857142858
5097,282,每日一练,2025-02-14 20:21:48,2025-02-14 20:32:48,42,39,92.85714285714286,练习,完成,660,92.85714285714286
5098,2285,在线挑战,2024-08-08 23:57:48,2024-08-09 00:10:58,26,11,42.30769230769231,PK,未完成,790,42.30769230769231
5099,3349,在线挑战,2024-12-17 03:15:48,2024-12-17 04:01:27,32,25,78.125,PK,完成,2739,78.125
5100,3348,离线练习,2025-03-25 11:18:48,2025-03-25 12:06:41,8,4,50.0,PK,完成,2873,50.0
5101,75,在线挑战,2024-09-16 11:47:48,2024-09-16 12:39:26,14,10,71.42857142857143,PK,完成,3098,71.42857142857143
5102,4792,每日一练,2025-02-12 12:03:48,2025-02-12 12:20:28,14,0,0.0,PK,完成,1000,0.0
5103,2348,每日一练,2024-04-06 13:46:48,2024-04-06 14:00:17,43,8,18.6046511627907,PK,完成,809,18.6046511627907
5104,4638,考点练习,2024-07-25 18:29:48,2024-07-25 18:40:50,28,6,21.428571428571427,练习,未完成,662,21.428571428571427
5105,3883,每日一练,2024-12-11 23:33:48,2024-12-11 23:44:22,26,8,30.76923076923077,练习,未完成,634,30.76923076923077
5106,1951,考点练习,2024-08-11 08:29:48,2024-08-11 09:12:41,45,5,11.11111111111111,练习,未完成,2573,11.11111111111111
5107,2010,离线练习,2024-10-05 19:43:48,2024-10-05 20:16:14,25,0,0.0,练习,未完成,1946,0.0
5108,82,考点练习,2024-10-28 20:57:48,2024-10-28 21:19:23,20,4,20.0,PK,未完成,1295,20.0
5109,4541,每日一练,2024-11-09 13:56:48,2024-11-09 14:21:20,42,38,90.47619047619048,PK,完成,1472,90.47619047619048
5110,4579,每日一练,2024-09-29 17:08:48,2024-09-29 17:34:42,27,18,66.66666666666666,PK,完成,1554,66.66666666666666
5111,572,在线挑战,2024-12-12 18:57:48,2024-12-12 19:21:52,41,30,73.17073170731707,PK,未完成,1444,73.17073170731707
5112,3587,考点练习,2024-07-31 03:30:48,2024-07-31 03:59:36,44,44,100.0,练习,完成,1728,100.0
5113,3359,考点练习,2024-05-17 11:55:48,2024-05-17 12:32:11,25,18,72.0,练习,未完成,2183,72.0
5114,1706,每日一练,2024-06-08 01:20:48,2024-06-08 01:39:03,7,5,71.42857142857143,PK,未完成,1095,71.42857142857143
5115,146,每日一练,2024-05-18 19:59:48,2024-05-18 20:08:49,38,35,92.10526315789474,练习,未完成,541,92.10526315789474
5116,297,考点练习,2025-03-13 00:04:48,2025-03-13 00:23:38,25,5,20.0,练习,完成,1130,20.0
5117,2733,在线挑战,2024-05-07 01:54:48,2024-05-07 02:49:11,34,33,97.05882352941177,PK,完成,3263,97.05882352941177
5118,1079,每日一练,2024-06-21 07:40:48,2024-06-21 08:32:55,39,36,92.3076923076923,PK,未完成,3127,92.3076923076923
5119,4364,考点练习,2024-12-02 14:20:48,2024-12-02 14:55:11,21,6,28.57142857142857,练习,完成,2063,28.57142857142857
5120,1466,考点练习,2024-07-24 20:13:48,2024-07-24 20:39:59,35,23,65.71428571428571,练习,未完成,1571,65.71428571428571
5121,1265,考点练习,2025-03-05 14:54:48,2025-03-05 15:23:44,21,20,95.23809523809523,练习,完成,1736,95.23809523809523
5122,3568,考点练习,2024-07-27 19:58:48,2024-07-27 20:38:10,19,15,78.94736842105263,PK,未完成,2362,78.94736842105263
5123,1224,在线挑战,2024-12-22 18:30:48,2024-12-22 18:38:46,21,18,85.71428571428571,PK,未完成,478,85.71428571428571
5124,2135,考点练习,2024-10-12 17:35:48,2024-10-12 17:51:38,24,24,100.0,PK,未完成,950,100.0
5125,3197,离线练习,2024-05-31 01:11:48,2024-05-31 02:04:44,15,15,100.0,PK,未完成,3176,100.0
5126,3496,离线练习,2025-02-21 22:09:48,2025-02-21 22:29:19,18,18,100.0,练习,未完成,1171,100.0
5127,3486,离线练习,2025-02-04 04:07:48,2025-02-04 04:39:25,8,8,100.0,PK,未完成,1897,100.0
5128,4370,每日一练,2024-07-12 11:00:48,2024-07-12 11:19:39,13,1,7.6923076923076925,PK,完成,1131,7.6923076923076925
5129,4798,离线练习,2025-04-03 02:26:48,2025-04-03 03:05:36,13,11,84.61538461538461,PK,未完成,2328,84.61538461538461
5130,4913,在线挑战,2024-10-19 22:41:48,2024-10-19 23:26:57,11,3,27.27272727272727,PK,完成,2709,27.27272727272727
5131,2618,在线挑战,2024-12-08 15:52:48,2024-12-08 16:29:29,23,23,100.0,练习,完成,2201,100.0
5132,2238,在线挑战,2024-06-15 03:50:48,2024-06-15 04:16:01,13,10,76.92307692307693,PK,未完成,1513,76.92307692307693
5133,1995,考点练习,2024-09-16 08:14:48,2024-09-16 09:03:48,11,0,0.0,练习,完成,2940,0.0
5134,4981,在线挑战,2024-12-24 02:49:48,2024-12-24 03:26:30,21,12,57.14285714285714,PK,未完成,2202,57.14285714285714
5135,1827,在线挑战,2024-08-17 22:06:48,2024-08-17 22:40:36,40,32,80.0,练习,完成,2028,80.0
5136,3033,离线练习,2025-03-07 06:31:48,2025-03-07 07:12:34,36,17,47.22222222222222,PK,完成,2446,47.22222222222222
5137,2656,在线挑战,2024-04-11 04:09:48,2024-04-11 05:00:25,36,36,100.0,PK,未完成,3037,100.0
5138,1896,考点练习,2024-04-11 22:05:48,2024-04-11 22:28:43,5,2,40.0,练习,完成,1375,40.0
5139,1135,在线挑战,2024-05-06 15:38:48,2024-05-06 16:26:36,42,9,21.428571428571427,PK,完成,2868,21.428571428571427
5140,703,离线练习,2024-07-19 05:05:48,2024-07-19 06:05:24,25,5,20.0,PK,未完成,3576,20.0
5141,4121,考点练习,2024-07-04 21:25:48,2024-07-04 22:19:45,7,3,42.857142857142854,PK,未完成,3237,42.857142857142854
5142,2030,离线练习,2024-12-02 18:22:48,2024-12-02 19:11:37,31,9,29.03225806451613,练习,完成,2929,29.03225806451613
5143,4941,离线练习,2025-04-01 21:09:48,2025-04-01 21:24:06,30,18,60.0,练习,未完成,858,60.0
5144,2970,离线练习,2025-02-03 23:16:48,2025-02-04 00:09:03,20,14,70.0,练习,未完成,3135,70.0
5145,4582,每日一练,2024-10-21 16:08:48,2024-10-21 16:29:15,40,26,65.0,练习,完成,1227,65.0
5146,4384,离线练习,2025-03-26 10:44:48,2025-03-26 11:39:51,13,13,100.0,练习,完成,3303,100.0
5147,3220,每日一练,2024-07-07 04:19:48,2024-07-07 05:07:33,43,17,39.53488372093023,PK,未完成,2865,39.53488372093023
5148,820,每日一练,2024-06-14 02:11:48,2024-06-14 02:41:04,26,7,26.923076923076923,练习,完成,1756,26.923076923076923
5149,1999,在线挑战,2024-09-13 13:46:48,2024-09-13 14:35:20,33,1,3.0303030303030303,练习,完成,2912,3.0303030303030303
5150,2670,在线挑战,2024-08-06 11:04:48,2024-08-06 11:31:32,42,31,73.80952380952381,练习,完成,1604,73.80952380952381
5151,902,在线挑战,2024-09-25 05:00:48,2024-09-25 05:24:52,8,8,100.0,PK,完成,1444,100.0
5152,4561,每日一练,2024-10-29 06:18:48,2024-10-29 06:47:31,29,10,34.48275862068966,练习,完成,1723,34.48275862068966
5153,3752,在线挑战,2024-09-11 14:10:48,2024-09-11 14:50:31,32,6,18.75,练习,完成,2383,18.75
5154,4125,离线练习,2024-04-27 05:41:48,2024-04-27 06:25:57,15,3,20.0,练习,完成,2649,20.0
5155,2949,在线挑战,2025-03-26 08:53:48,2025-03-26 09:32:59,32,10,31.25,练习,未完成,2351,31.25
5156,804,考点练习,2024-06-21 07:14:48,2024-06-21 07:53:55,28,10,35.714285714285715,练习,完成,2347,35.714285714285715
5157,3061,每日一练,2024-07-29 05:49:48,2024-07-29 06:04:42,29,15,51.724137931034484,练习,完成,894,51.724137931034484
5158,3385,离线练习,2024-12-26 05:19:48,2024-12-26 06:09:24,7,4,57.14285714285714,练习,完成,2976,57.14285714285714
5159,4761,在线挑战,2024-07-17 18:34:48,2024-07-17 19:02:49,5,2,40.0,练习,完成,1681,40.0
5160,2525,在线挑战,2024-09-22 23:37:48,2024-09-22 23:57:44,33,28,84.84848484848484,PK,未完成,1196,84.84848484848484
5161,2823,每日一练,2024-08-31 06:47:48,2024-08-31 07:41:18,26,13,50.0,PK,完成,3210,50.0
5162,336,考点练习,2025-03-30 00:51:48,2025-03-30 01:10:32,33,2,6.0606060606060606,PK,完成,1124,6.0606060606060606
5163,2569,在线挑战,2024-09-06 09:43:48,2024-09-06 10:10:11,32,27,84.375,练习,未完成,1583,84.375
5164,3879,在线挑战,2024-06-27 03:23:48,2024-06-27 04:10:06,45,37,82.22222222222221,PK,未完成,2778,82.22222222222221
5165,3220,每日一练,2024-12-03 10:05:48,2024-12-03 10:42:31,31,19,61.29032258064516,练习,完成,2203,61.29032258064516
5166,781,每日一练,2024-08-15 08:26:48,2024-08-15 09:16:51,42,20,47.61904761904761,PK,未完成,3003,47.61904761904761
5167,4207,在线挑战,2024-12-29 15:54:48,2024-12-29 16:37:44,15,9,60.0,PK,未完成,2576,60.0
5168,1474,离线练习,2024-10-27 03:50:48,2024-10-27 04:46:36,22,19,86.36363636363636,练习,未完成,3348,86.36363636363636
5169,1448,考点练习,2024-12-03 01:11:48,2024-12-03 01:34:43,15,5,33.33333333333333,PK,完成,1375,33.33333333333333
5170,1383,每日一练,2024-08-09 06:44:48,2024-08-09 07:03:17,46,39,84.78260869565217,PK,完成,1109,84.78260869565217
5171,4765,离线练习,2024-07-16 21:02:48,2024-07-16 21:31:39,8,1,12.5,PK,完成,1731,12.5
5172,2007,考点练习,2024-09-23 16:58:48,2024-09-23 17:22:30,20,4,20.0,PK,未完成,1422,20.0
5173,805,每日一练,2024-10-06 17:37:48,2024-10-06 17:46:04,22,15,68.18181818181817,PK,未完成,496,68.18181818181817
5174,2574,在线挑战,2024-12-02 20:51:48,2024-12-02 21:36:29,38,32,84.21052631578947,练习,未完成,2681,84.21052631578947
5175,988,在线挑战,2024-06-19 08:00:48,2024-06-19 08:48:54,29,23,79.3103448275862,练习,完成,2886,79.3103448275862
5176,3114,在线挑战,2024-08-16 06:44:48,2024-08-16 07:22:47,35,2,5.714285714285714,练习,完成,2279,5.714285714285714
5177,1021,考点练习,2024-12-03 06:58:48,2024-12-03 07:55:48,23,9,39.130434782608695,PK,未完成,3420,39.130434782608695
5178,1786,离线练习,2024-06-03 10:52:48,2024-06-03 11:42:28,13,11,84.61538461538461,PK,完成,2980,84.61538461538461
5179,4396,每日一练,2025-03-05 08:25:48,2025-03-05 09:06:46,45,36,80.0,PK,完成,2458,80.0
5180,2406,考点练习,2024-12-17 13:31:48,2024-12-17 14:14:07,21,15,71.42857142857143,练习,未完成,2539,71.42857142857143
5181,4340,在线挑战,2024-06-11 12:52:48,2024-06-11 13:25:07,33,1,3.0303030303030303,PK,未完成,1939,3.0303030303030303
5182,4243,考点练习,2024-08-01 08:39:48,2024-08-01 09:07:40,11,7,63.63636363636363,练习,完成,1672,63.63636363636363
5183,488,在线挑战,2024-09-18 20:51:48,2024-09-18 21:35:30,13,5,38.46153846153847,PK,完成,2622,38.46153846153847
5184,379,每日一练,2025-01-05 17:26:48,2025-01-05 17:34:06,13,6,46.15384615384615,PK,完成,438,46.15384615384615
5185,3166,考点练习,2024-11-12 13:50:48,2024-11-12 14:39:27,16,12,75.0,练习,完成,2919,75.0
5186,4601,考点练习,2024-07-23 22:21:48,2024-07-23 23:08:22,47,4,8.51063829787234,PK,未完成,2794,8.51063829787234
5187,2742,在线挑战,2025-03-06 05:14:48,2025-03-06 05:45:53,47,17,36.17021276595745,PK,完成,1865,36.17021276595745
5188,1482,每日一练,2024-12-06 19:38:48,2024-12-06 20:19:37,47,43,91.48936170212765,PK,完成,2449,91.48936170212765
5189,2885,每日一练,2024-05-31 16:46:48,2024-05-31 16:53:02,23,21,91.30434782608695,PK,完成,374,91.30434782608695
5190,3956,在线挑战,2025-01-04 01:10:48,2025-01-04 02:04:07,11,8,72.72727272727273,练习,完成,3199,72.72727272727273
5191,1871,离线练习,2025-03-20 07:28:48,2025-03-20 08:05:14,33,18,54.54545454545454,PK,未完成,2186,54.54545454545454
5192,3215,在线挑战,2025-04-03 23:45:48,2025-04-04 00:34:21,43,21,48.837209302325576,PK,未完成,2913,48.837209302325576
5193,3578,在线挑战,2024-11-24 20:04:48,2024-11-24 20:54:21,43,4,9.30232558139535,练习,未完成,2973,9.30232558139535
5194,3279,在线挑战,2024-09-14 09:19:48,2024-09-14 10:08:02,8,8,100.0,PK,未完成,2894,100.0
5195,3710,离线练习,2024-08-16 01:39:48,2024-08-16 02:26:59,50,42,84.0,练习,未完成,2831,84.0
5196,4790,离线练习,2024-11-21 16:23:48,2024-11-21 17:12:10,28,9,32.142857142857146,练习,未完成,2902,32.142857142857146
5197,3636,离线练习,2024-10-01 17:28:48,2024-10-01 17:46:01,22,22,100.0,PK,完成,1033,100.0
5198,465,考点练习,2024-08-23 22:44:48,2024-08-23 22:58:24,39,24,61.53846153846154,练习,完成,816,61.53846153846154
5199,1819,离线练习,2025-02-15 15:04:48,2025-02-15 15:58:28,5,1,20.0,练习,完成,3220,20.0
5200,4074,在线挑战,2025-01-16 16:45:48,2025-01-16 17:36:09,10,2,20.0,PK,未完成,3021,20.0
5201,2737,在线挑战,2024-06-06 00:29:48,2024-06-06 00:57:37,45,31,68.88888888888889,PK,未完成,1669,68.88888888888889
5202,1670,每日一练,2025-03-11 14:21:48,2025-03-11 15:16:13,22,10,45.45454545454545,PK,未完成,3265,45.45454545454545
5203,4500,在线挑战,2024-04-29 12:01:48,2024-04-29 12:50:37,35,2,5.714285714285714,PK,完成,2929,5.714285714285714
5204,4175,每日一练,2024-08-19 20:25:48,2024-08-19 20:48:07,24,12,50.0,练习,完成,1339,50.0
5205,91,在线挑战,2025-01-06 12:36:48,2025-01-06 13:20:40,23,4,17.391304347826086,练习,未完成,2632,17.391304347826086
5206,1990,离线练习,2024-04-12 21:41:48,2024-04-12 21:58:24,22,6,27.27272727272727,练习,未完成,996,27.27272727272727
5207,1699,考点练习,2024-06-22 12:51:48,2024-06-22 13:16:29,29,1,3.4482758620689653,PK,完成,1481,3.4482758620689653
5208,588,每日一练,2025-02-20 06:23:48,2025-02-20 06:57:56,42,12,28.57142857142857,PK,完成,2048,28.57142857142857
5209,4949,每日一练,2025-03-07 16:54:48,2025-03-07 17:21:50,7,3,42.857142857142854,PK,未完成,1622,42.857142857142854
5210,3578,每日一练,2024-12-06 18:54:48,2024-12-06 19:40:54,47,14,29.78723404255319,PK,未完成,2766,29.78723404255319
5211,184,在线挑战,2024-07-24 10:29:48,2024-07-24 10:43:44,33,32,96.96969696969697,PK,未完成,836,96.96969696969697
5212,2915,离线练习,2024-05-11 19:43:48,2024-05-11 20:41:16,39,20,51.28205128205128,练习,未完成,3448,51.28205128205128
5213,3346,每日一练,2025-02-07 15:45:48,2025-02-07 15:53:08,47,33,70.2127659574468,练习,未完成,440,70.2127659574468
5214,840,在线挑战,2024-04-18 19:32:48,2024-04-18 19:54:59,27,25,92.5925925925926,练习,完成,1331,92.5925925925926
5215,1864,考点练习,2024-10-14 15:16:48,2024-10-14 15:31:43,17,12,70.58823529411765,练习,完成,895,70.58823529411765
5216,4160,在线挑战,2024-08-05 05:02:48,2024-08-05 05:41:48,34,3,8.823529411764707,练习,未完成,2340,8.823529411764707
5217,2182,每日一练,2025-03-17 21:41:48,2025-03-17 22:36:52,24,1,4.166666666666666,练习,完成,3304,4.166666666666666
5218,2007,在线挑战,2024-08-03 08:26:48,2024-08-03 08:40:36,14,2,14.285714285714285,PK,完成,828,14.285714285714285
5219,4245,考点练习,2024-07-21 12:09:48,2024-07-21 12:41:33,50,33,66.0,PK,完成,1905,66.0
5220,1700,离线练习,2025-02-16 10:17:48,2025-02-16 11:02:57,10,3,30.0,PK,未完成,2709,30.0
5221,1729,每日一练,2024-12-17 10:19:48,2024-12-17 10:58:37,34,27,79.41176470588235,PK,未完成,2329,79.41176470588235
5222,1318,考点练习,2024-06-21 14:25:48,2024-06-21 14:50:36,29,11,37.93103448275862,练习,未完成,1488,37.93103448275862
5223,4964,考点练习,2024-10-10 07:49:48,2024-10-10 08:00:19,37,34,91.8918918918919,PK,完成,631,91.8918918918919
5224,1853,离线练习,2024-08-04 23:54:48,2024-08-05 00:05:43,26,1,3.8461538461538463,练习,完成,655,3.8461538461538463
5225,2930,离线练习,2024-12-03 16:40:48,2024-12-03 17:21:41,42,3,7.142857142857142,PK,未完成,2453,7.142857142857142
5226,4909,离线练习,2024-06-07 08:22:48,2024-06-07 09:15:10,50,23,46.0,PK,完成,3142,46.0
5227,4983,考点练习,2024-05-07 16:08:48,2024-05-07 17:08:43,11,7,63.63636363636363,PK,完成,3595,63.63636363636363
5228,4200,每日一练,2024-08-05 17:06:48,2024-08-05 17:56:35,5,5,100.0,练习,完成,2987,100.0
5229,208,每日一练,2025-01-27 12:52:48,2025-01-27 13:36:36,25,7,28.000000000000004,练习,未完成,2628,28.000000000000004
5230,3354,离线练习,2024-08-05 15:07:48,2024-08-05 15:36:02,15,8,53.333333333333336,练习,未完成,1694,53.333333333333336
5231,3763,在线挑战,2024-10-06 03:02:48,2024-10-06 03:23:18,10,10,100.0,练习,未完成,1230,100.0
5232,3774,在线挑战,2024-06-24 10:21:48,2024-06-24 10:39:02,6,1,16.666666666666664,PK,未完成,1034,16.666666666666664
5233,3864,考点练习,2025-04-04 10:00:48,2025-04-04 10:59:32,35,29,82.85714285714286,练习,未完成,3524,82.85714285714286
5234,1063,在线挑战,2025-02-21 11:54:48,2025-02-21 12:35:37,32,12,37.5,练习,完成,2449,37.5
5235,1730,考点练习,2024-05-02 00:28:48,2024-05-02 00:47:34,10,10,100.0,练习,完成,1126,100.0
5236,1513,在线挑战,2024-04-05 22:01:48,2024-04-05 22:20:56,12,8,66.66666666666666,练习,完成,1148,66.66666666666666
5237,191,考点练习,2024-05-11 08:17:48,2024-05-11 08:31:34,15,2,13.333333333333334,PK,未完成,826,13.333333333333334
5238,4860,离线练习,2024-07-30 04:33:48,2024-07-30 05:19:19,24,23,95.83333333333334,PK,完成,2731,95.83333333333334
5239,858,考点练习,2025-02-13 02:38:48,2025-02-13 03:17:17,50,13,26.0,PK,未完成,2309,26.0
5240,1982,考点练习,2025-01-17 02:00:48,2025-01-17 02:25:02,50,21,42.0,练习,未完成,1454,42.0
5241,1845,每日一练,2025-03-25 08:15:48,2025-03-25 09:09:01,28,9,32.142857142857146,PK,未完成,3193,32.142857142857146
5242,592,离线练习,2025-02-08 06:26:48,2025-02-08 07:09:18,37,22,59.45945945945946,练习,完成,2550,59.45945945945946
5243,1613,在线挑战,2024-05-10 07:00:48,2024-05-10 07:21:07,17,14,82.35294117647058,练习,未完成,1219,82.35294117647058
5244,2631,每日一练,2024-11-08 22:07:48,2024-11-08 22:51:50,11,5,45.45454545454545,练习,完成,2642,45.45454545454545
5245,3896,离线练习,2024-06-24 07:38:48,2024-06-24 08:08:55,35,28,80.0,PK,完成,1807,80.0
5246,1525,考点练习,2024-04-10 04:15:48,2024-04-10 04:57:51,20,12,60.0,练习,未完成,2523,60.0
5247,4971,在线挑战,2024-12-20 04:34:48,2024-12-20 04:59:20,11,6,54.54545454545454,练习,未完成,1472,54.54545454545454
5248,4495,离线练习,2024-04-24 05:06:48,2024-04-24 05:35:31,39,33,84.61538461538461,练习,完成,1723,84.61538461538461
5249,711,离线练习,2024-06-05 14:13:48,2024-06-05 15:00:06,44,34,77.27272727272727,PK,未完成,2778,77.27272727272727
5250,4185,每日一练,2024-10-23 12:26:48,2024-10-23 13:25:15,30,0,0.0,练习,完成,3507,0.0
5251,1972,离线练习,2025-03-10 03:10:48,2025-03-10 03:53:27,6,5,83.33333333333334,PK,未完成,2559,83.33333333333334
5252,4544,每日一练,2024-10-05 07:53:48,2024-10-05 08:02:04,43,28,65.11627906976744,练习,完成,496,65.11627906976744
5253,1061,离线练习,2024-07-05 08:37:48,2024-07-05 09:17:48,6,3,50.0,练习,完成,2400,50.0
5254,2976,考点练习,2025-02-08 16:15:48,2025-02-08 17:05:07,27,20,74.07407407407408,练习,完成,2959,74.07407407407408
5255,15,考点练习,2025-01-04 17:02:48,2025-01-04 17:12:26,22,10,45.45454545454545,PK,未完成,578,45.45454545454545
5256,878,离线练习,2024-11-01 13:58:48,2024-11-01 14:43:45,14,4,28.57142857142857,PK,未完成,2697,28.57142857142857
5257,332,每日一练,2025-03-31 10:14:48,2025-03-31 11:00:00,34,29,85.29411764705883,练习,未完成,2712,85.29411764705883
5258,973,离线练习,2024-10-14 20:36:48,2024-10-14 21:21:23,33,16,48.484848484848484,练习,完成,2675,48.484848484848484
5259,1279,每日一练,2025-02-12 10:54:48,2025-02-12 11:02:16,49,33,67.3469387755102,PK,完成,448,67.3469387755102
5260,934,考点练习,2025-03-11 16:26:48,2025-03-11 17:05:38,30,27,90.0,PK,未完成,2330,90.0
5261,4694,每日一练,2024-09-06 16:12:48,2024-09-06 16:24:12,12,9,75.0,PK,未完成,684,75.0
5262,4524,离线练习,2025-03-09 02:23:48,2025-03-09 02:59:56,21,9,42.857142857142854,PK,完成,2168,42.857142857142854
5263,3121,在线挑战,2024-08-05 07:04:48,2024-08-05 07:36:10,43,21,48.837209302325576,PK,完成,1882,48.837209302325576
5264,3426,考点练习,2024-08-28 11:37:48,2024-08-28 12:31:31,21,8,38.095238095238095,PK,完成,3223,38.095238095238095
5265,453,考点练习,2025-01-01 10:51:48,2025-01-01 11:22:48,16,6,37.5,练习,完成,1860,37.5
5266,3520,离线练习,2024-06-18 03:16:48,2024-06-18 03:50:11,16,14,87.5,PK,未完成,2003,87.5
5267,2607,离线练习,2025-03-05 08:41:48,2025-03-05 09:08:24,12,2,16.666666666666664,PK,完成,1596,16.666666666666664
5268,4182,在线挑战,2025-02-24 21:03:48,2025-02-24 21:44:47,9,9,100.0,PK,未完成,2459,100.0
5269,3833,在线挑战,2024-09-06 22:41:48,2024-09-06 23:04:07,16,4,25.0,练习,完成,1339,25.0
5270,1156,每日一练,2024-04-23 06:00:48,2024-04-23 06:25:25,30,10,33.33333333333333,PK,未完成,1477,33.33333333333333
5271,4694,在线挑战,2024-04-20 02:06:48,2024-04-20 02:58:46,33,21,63.63636363636363,PK,完成,3118,63.63636363636363
5272,2238,每日一练,2024-06-03 10:30:48,2024-06-03 10:59:16,40,10,25.0,练习,未完成,1708,25.0
5273,2115,离线练习,2024-08-03 18:06:48,2024-08-03 18:13:21,18,4,22.22222222222222,PK,完成,393,22.22222222222222
5274,4265,每日一练,2025-03-02 01:26:48,2025-03-02 02:12:32,32,32,100.0,练习,未完成,2744,100.0
5275,3937,考点练习,2024-04-09 12:20:48,2024-04-09 13:03:04,38,14,36.84210526315789,练习,未完成,2536,36.84210526315789
